smiles,standard_value,PCFE,RTlogD,ADMETlab2.0,w/o microscopic pKa,w/o pre-training and microscopic pKa,w/o pre-training,no_logp,swap_strategy,all_task_scaffold,replace_macropka,Instant Jchem,logp_simi,RT_simi,logD_simi,logp_smi
Cc1ccc(COC2CN(C(=O)C3CC4(COC(=O)N4)C3)C2)c(Cl)c1,2.3,1.82,2.055,2.772,1.774,2.11,2.129,1.5268159,1.9098092,1.4486983,2.0307271,2.02141192,0.236111111,0.30952381,0.341176471,0.236111111
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2ccc(CN3CCN(C)CC3)cc2)c1,2.3,1.79,1.498,1.461,1.994,1.805,2.574,1.9559076,2.2260804,1.9981192,1.4205573,1.170833384,0.270833333,0.305263158,0.303921569,0.270833333
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2ccc(CN3CCN(C(C)C)CC3)cc2)c1,2.3,2.32,1.35,1.622,1.604,1.371,1.971,1.5339181,1.8317701,1.3132473,0.3196255,1.362553181,0.28,0.364705882,0.358974359,0.28
Cc1nc2c(-c3ccccc3S(C)(=O)=O)cnn2c(NCc2ccccn2)c1C,2.3,2.63,1.991,2.155,1.83,1.601,1.954,1.638957,2.1187904,1.734072,1.6604321,1.935517077,0.267857143,0.46969697,0.315068493,0.267857143
Cc1nc2c(-c3ccccn3)cnn2c(NCc2ccccn2)c1C,2.3,2.75,2.187,2.607,2.097,1.884,2.305,2.337274,2.3111575,2.9059749,2.0658848,2.26336644,0.314814815,0.525423729,0.333333333,0.314814815
CS(=O)(=O)c1ccc2c(c1)CN(C(=O)CCC#N)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2.3,2.55,3.304,2.125,2.933,2.42,2.497,3.1743996,2.7643046,2.8247523,2.9539146,1.569562687,0.28358209,0.320987654,0.373333333,0.28358209
CCOC(=O)C(Cc1cn(C)c2ccccc12)NC(=O)C(N)CC(C)C,2.3,2.39,1.889,3.349,1.703,1.68,2.747,2.4451988,1.8683215,1.7872648,1.7954068,1.554357267,0.465517241,0.409836066,0.362318841,0.484375
N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2ccccc2CC(F)(F)F)c(F)c1,2.3,2.9,3.708,2.881,2.966,3.017,3.13,4.272451,2.6460397,2.838404,2.465578,2.91431961,0.230769231,0.25,0.311688312,0.230769231
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](O)(C(F)F)CC2,2.3,3.12,2.109,3.105,2.016,2.392,2.661,2.4001212,2.1961532,2.99897,2.0949945,2.45873851,0.213592233,0.639534884,0.352380952,0.213592233
COC(=O)N1CCCc2nc(C(C)NC(=O)c3ccc(F)cc3)ccc21,2.3,2.34,2.416,2.343,2.543,3.03,2.884,3.0659544,2.7027779,2.97164,2.3155231,2.426734512,0.322033898,0.5,0.314606742,0.322033898
COCCOC(=O)N1CCCc2nc(C(C)NC(=O)c3ccc(F)cc3)ccc21,2.3,2.25,2.417,2.02,2.33,2.621,2.385,2.777755,2.313421,2.5553055,2.419515,2.379759002,0.311688312,0.455882353,0.308510638,0.311688312
CC(NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2c1cccnc1,2.3,3.13,3.171,2.831,2.897,3.339,3.149,3.6655054,3.3812785,3.098036,2.983087,3.147074893,0.37704918,0.402597403,0.313253012,0.37704918
Cn1c(-c2cscn2)nc2ccccc21,2.3,2.24,3.104,2.417,2.828,2.985,2.963,2.9484935,2.3447185,2.525962,2.8760817,2.552506073,0.613636364,0.395833333,0.5,0.613636364
O=C(c1cccnc1)c1cc2ccccc2[nH]1,2.3,2.42,2.732,2.504,2.628,2.439,2.537,2.854456,2.4261582,2.3108659,2.8395858,2.233615373,0.540540541,0.473684211,0.431372549,0.540540541
CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCOCCOCCOCC=Nc5cccc6c(O)n(C7CCC(=O)NC7=O)c(O)c56)CC4)CC3)c12,2.3,2.36,1.749,1.841,1.829,1.193,1.3,1.8099523,1.6858904,1.8830152,1.1523613,2.007694651,0.191666667,0.243478261,0.475247525,0.201923077
CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c12,2.3,2.16,1.945,1.449,1.434,0.674,0.772,0.8903285,1.0254108,1.7331154,1.6321557,0.709422272,0.211009174,0.276785714,0.49,0.288659794
CN1CCN(c2ccc(Nc3nccc(Nc4ccc5[nH]cnc5c4)n3)cc2)CC1,2.3,2.08,2.19,2.818,1.707,1.781,2.071,2.0208554,1.3564209,2.0522635,1.8760258,2.694690418,0.285714286,0.369863014,0.453333333,0.285714286
COc1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1OCC(=O)Nc1cccc(Cl)c1,2.3,2.03,1.729,3.088,1.182,1.852,1.094,1.9258984,1.5315495,1.5791385,2.0695908,1.666407147,0.382352941,0.627118644,0.433333333,0.390625
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,2.3,1.91,2.227,1.739,2.266,1.543,1.986,2.4916604,1.8799491,1.8693076,1.9484254,2.00927445,0.255102041,0.27184466,0.414893617,0.255102041
CNC(=O)c1cc(C(=O)NCCO)c(C(C)c2ccccc2)o1,2.3,1.57,2.008,1.72,1.552,1.921,1.551,1.4064093,2.5963368,1.8362504,1.9748698,0.712883318,0.321428571,0.352941176,0.426229508,0.392156863
CCn1c(-c2ccc(C(F)(F)F)nc2)nc2c(O[C@H]3CCN(C(=O)C4CC4)C3)ncnc21,2.3,2.43,2.204,2.734,1.702,2.12,2.544,2.6802485,2.3108706,2.5982018,1.945695,2.765059263,0.213483146,0.415584416,0.565789474,0.24691358
CC(=O)N1CCN([C@H]2CC[C@@H](Nc3ncnc4[nH]cc(C(C)C)c34)CC2)CC1,2.3,2.07,2.096,2.316,2.22,1.974,2.176,1.9378762,2.0870717,1.8429288,1.705045,1.192774372,0.238095238,0.298701299,0.68852459,0.238095238
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1S(C)(=O)=O,2.3,3,3.833,2.759,3.194,3.269,2.904,3.488257,3.26452,2.7489212,2.9962025,2.801707523,0.258064516,0.325842697,0.72972973,0.258064516
Cn1cc(-c2[nH]nc3cc(Cl)c(N[C@@H]4CCN(C5COC5)C4)cc23)cn1,2.31,2.09,2.095,2.457,2.155,2.742,1.945,2.1579475,1.997376,1.7758168,2.357942,1.507037011,0.177083333,0.253164557,0.373333333,0.182926829
c1ccc(Cc2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)cc1,2.31,2.16,1.476,3.369,1.905,1.861,1.435,2.2498097,1.6989659,1.7726349,2.2615626,0.423953375,0.278688525,0.341176471,0.677419355,0.278688525
Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,2.32,2.89,3.412,2.689,2.688,2.68,2.777,2.9955251,2.4375346,2.4961236,2.9012756,2.815660923,0.213483146,0.336734694,0.416666667,0.213483146
CCNc1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,2.32,3.21,3.548,2.581,2.856,2.636,2.801,3.5459533,2.6833205,3.4821186,2.972075,3.286024493,0.230769231,0.367088608,0.41025641,0.24
Cc1c(C)c2ccc(OCC3CCN(CCCC(F)F)CC3)cc2oc1=O,2.34,3.55,2.176,3.924,2.036,2.393,2.367,1.9221519,2.0650344,2.304627,1.9236951,1.855718805,0.328358209,0.333333333,0.34375,0.328358209
CCc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,2.35,4.15,5.114,4.484,4.108,4.362,4.464,5.2326612,4.2490025,4.6717587,4.5592504,5.850102968,0.319444444,0.375,0.325,0.319444444
C[C@@H](Nc1c(-c2c(F)cc(C#N)cc2F)c(Cl)nc2ncnn12)C(C)(C)C,2.35,3.5,3.778,3.757,3.16,3.574,3.01,3.612114,3.2352147,2.5999944,3.2458167,4.42644805,0.209677419,0.328125,0.309859155,0.209677419
COCCOc1nc2c(c(N(C)C)n1)CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,2.35,3.19,2.985,2.754,2.794,2.554,2.99,3.0412972,2.5720043,2.9099045,2.5681496,3.564498701,0.260273973,0.371794872,0.453333333,0.260273973
Cc1cc2ccnc(NC3CCNCC3C(=O)NCC3CCCC3)c2[nH]c1=O,2.36,1.62,1.4,2.505,1.546,1.261,1.305,1.2591571,1.4608359,1.6009843,2.078294,-0.676899327,0.243243243,0.294117647,0.555555556,0.243243243
C[C@H](Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1-c1ccc(F)cc1,2.38,3.87,4.163,2.692,2.947,3.076,3.582,3.9887958,3.7345467,4.188959,3.1059518,3.744303759,0.255813953,0.307692308,0.392857143,0.255813953
COc1ccc2nccc(CCN3CCC(NCc4ccc(Br)c(F)c4)CC3)c2n1,2.38,2.97,2.415,3.542,2.86,2.182,2.744,2.5425773,2.868597,3.1608562,2.8025835,2.383636891,0.252873563,0.292134831,0.506024096,0.252873563
CC1NC(=O)N(c2ccc(F)c(C(F)F)c2)C1=O,2.4,1.51,0.979,1.704,1.493,1.939,0.875,1.3835115,1.5509337,1.7323747,2.269542,1.53,0.244444444,0.333333333,0.25,0.244444444
Cc1nccc(N2CCCc3nc(C4(NC(=O)c5ccc(F)cc5)CC4)ccc32)n1,2.4,3.09,3.07,3.091,2.517,2.807,3.127,3.534162,2.0017536,3.0351672,2.5110881,3.37,0.287878788,0.3375,0.289156627,0.287878788
Cc1nccc(N2CCCc3nc([C@]4(NC(=O)c5ccc(F)cc5)C[C@@H]4C)ccc32)n1,2.4,3.38,3.064,3.012,2.853,3.263,3.272,3.7351527,2.8089364,3.198854,2.4199195,3.75,0.275362319,0.329268293,0.270588235,0.275362319
Cc1nccc(N2C[C@@H]3C[C@@H]3c3nc(C4(NC(=O)c5ccc(F)cc5)CC4)ccc32)n1,2.4,3.16,2.988,3.207,2.7,2.811,3.067,3.2158008,2.5415537,2.890606,2.6243498,3.4,0.257142857,0.325301205,0.277777778,0.257142857
O=C1CCC(N2Cc3c(NCCOCCOCCOCc4ccccc4)cccc3C2=O)C(=O)N1,2.4,1.65,1.641,1.555,1.265,0.944,0.846,1.2095482,1.0391062,1.3542067,0.1634543,1.18,0.273972603,0.315068493,0.24137931,0.409836066
C[C@@H]1O[C@H](C)CN2c3c(cc4c(-n5cc(C#N)cn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,2.4,1.92,1.877,2.492,1.843,1.622,1.985,1.8659222,2.370735,1.7071954,1.9624981,1.15,0.191919192,0.20212766,0.214285714,0.212121212
Cc1nnc(C23CC(Nc4nc5n(n4)CCCN5c4cccc(Cl)c4)(C2)C3)o1,2.4,2.93,3.35,3.437,2.779,3.136,3.263,3.2640266,2.3403208,3.604328,2.3036182,2.27,0.257575758,0.308823529,0.270588235,0.257575758
CN(C(=O)c1ccccc1)c1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12,2.4,1.91,2.533,2.125,2.139,1.85,2.428,2.5959327,2.1067245,2.0871346,2.3958457,1.46,0.242857143,0.259259259,0.3,0.260869565
CN(c1ccn(C)n1)c1cnc(NCc2c(F)ccc3c2CCO3)c2cn[nH]c(=O)c12,2.4,2.37,2.326,2.558,2.369,2.352,2.483,2.657708,2.5637228,2.4189284,2.3861837,2.27,0.194805195,0.228571429,0.269662921,0.194805195
Cc1nc(CO)ccc1-c1cnc(NCc2c(F)ccc3c2CCO3)c2cn[nH]c(=O)c12,2.4,2.15,2.205,2.246,2.257,2.174,2.272,2.4161477,2.46582,2.0748892,1.9305414,1.46,0.2,0.242718447,0.258426966,0.2
Cc1nnc(-c2ncn3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1,2.4,1.78,1.701,1.819,1.253,1.432,2.021,2.3752875,1.0056239,1.2836632,1.7797393,0.41,0.253521127,0.276595745,0.290322581,0.253521127
CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCOCCO2,2.4,2.29,2.541,2.335,1.51,1.731,1.644,2.2197556,2.0548904,2.0592396,2.2119973,1.8,0.222222222,0.247058824,0.269230769,0.222222222
O=C1N[C@]2(CO1)C[C@H](C(=O)N1CC(OCc3ccc(C(F)(F)F)c(Cl)c3)C1)C2,2.4,2.61,2.604,3.24,2.321,2.548,2.561,2.1547356,2.2562778,2.141197,2.5387635,2.39,0.255813953,0.272727273,0.284090909,0.255813953
Cc1ccc(COC2CN(C(=O)[C@H]3C[C@]4(COC(=O)N4)C3)C2)cc1C(F)(F)F,2.4,2.43,2.286,3.085,1.993,2.132,2.224,2.151098,1.7246871,1.6289055,2.3526971,2.3,0.228571429,0.280898876,0.2875,0.228571429
Cc1cc(COC2CN(C(=O)[C@H]3C[C@]4(COC(=O)N4)C3)C2)ccc1C(F)(F)F,2.4,2.49,2.221,3.096,1.96,2.205,2.198,1.8698258,1.9544188,1.554977,2.1778343,2.3,0.228571429,0.280898876,0.2875,0.228571429
Cc1cc(COC2CN(C(=O)[C@H]3C[C@]4(COC(=O)N4)C3)C2)ccc1Cl,2.4,1.86,2.007,2.838,1.783,1.95,2.103,1.5854331,1.9149568,1.8526015,1.603508,2.02,0.254237288,0.297619048,0.298701299,0.254237288
Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,2.4,2.16,2.276,2.165,1.172,1.47,2.173,2.3462095,1.2911963,1.6069324,2.4194021,2.24,0.234567901,0.321428571,0.259259259,0.234567901
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2cccc(CN3CCCC3)c2)c1,2.4,2.21,1.392,1.902,1.667,1.686,2.245,1.5111926,1.491099,2.4830565,1.6452484,1.29,0.302325581,0.326086957,0.288461538,0.302325581
N#Cc1cc(F)c(CN(Cc2nnc(N)o2)C(=O)CSc2cc(F)cc(F)c2Cl)c(F)c1,2.4,2.97,3.514,2.933,2.811,2.758,2.67,3.0762362,3.0266566,2.4750383,2.5973728,2.8,0.2,0.240506329,0.24137931,0.2
CC(C)C(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,2.4,2.22,2.092,1.406,1.445,1.459,1.502,1.7988089,2.0898948,2.1706848,2.254577,2.031475145,0.24137931,0.333333333,0.311827957,0.24137931
C=c1cc2/c(=C/c3ccc(CO)n3-c3ccc(C(=O)OCC)cc3)oc(O)c2c(=O)[nH]1,2.4,2.52,2.406,2.721,1.335,2.335,2.353,2.2162035,2.4451578,2.2624989,1.2293653,2.046672521,0.317460317,0.301204819,0.348837209,0.317460317
CS(=O)(=O)NC(=O)CCc1cn(-c2ccc(Br)cc2)nc1-c1ccc(Cl)cc1,2.4,3.15,2.776,1.457,2.125,2.248,2.725,2.6676526,2.4882672,2.5007627,2.6531367,3.282618552,0.26984127,0.362318841,0.368421053,0.3
CC(=O)N[C@@H]1CCCC(C(=O)Nc2cc(-c3cnn4c3NCCC4)c(Cl)cn2)C1,2.4,2.04,2.655,2.447,2.367,2.676,1.98,2.3393273,2.5300887,1.9239374,1.9323499,1.156089193,0.285714286,0.26744186,0.321428571,0.285714286
CC(=O)N[C@@H]1CCCC(C(=O)Nc2cc(-c3cnn4c3COCC4)c(Cl)cn2)C1,2.4,2,2.477,2.161,2.081,2.422,1.869,1.9027286,2.388018,1.9721344,2.1017518,1.329861393,0.281690141,0.293478261,0.326315789,0.281690141
CC(=O)N[C@@H]1CCCC(C(=O)Nc2cc(-c3cnn4c3CCCC4)ccn2)C1,2.4,2.15,2.522,2.343,2.066,2.246,1.784,2.1615252,2.8199384,1.799729,2.305962,1.794633651,0.260869565,0.371428571,0.338235294,0.262295082
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C(=O)C(F)(F)F)cn4C)n2)cc1N[C@@H]1CCOC[C@@H]1N,2.4,1.85,2.781,3.481,2.585,2.826,2.688,2.916525,2.3021197,2.9555888,2.7317445,0.846241337,0.25,0.265306122,0.395604396,0.25
O=C(N[C@H]1CCN(C2CC2)CC1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,2.4,2.21,2.777,2.229,2.51,3.312,3.065,3.3141496,3.0931165,3.0664124,2.2696853,1.094012225,0.215909091,0.370786517,0.336633663,0.21875
CC(Oc1cc2cc(F)ccc2nc1N)c1[nH]c(=O)ccc1-n1cccn1,2.4,2.82,2.811,1.963,2.878,2.766,2.79,2.7589955,2.6650946,2.4633672,2.1935017,1.977190278,0.226190476,0.290697674,0.341463415,0.238095238
CCC(CC)COC(=O)C(C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,2.4,1.95,4.271,0.854,3.349,3.615,3.762,3.9601798,3.7440038,3.9040387,2.8675456,2.006642387,0.25,0.225225225,0.366972477,0.25
CCCCCC[C@H]1OC[C@@H](C)NC(=O)C(COc2ccc(CCN)cc2)NC(=O)C(CN)NC(=O)C(C2CCCCC2)NC(=O)C(CCC)N(C)C(=O)C1C,2.4,2.67,1.678,4.232,2.86,1.25,0.75,1.782877,2.1942046,2.2239895,1.6661656,0.018702947,0.225490196,0.254545455,0.321428571,0.242424242
Cc1nnc(-c2nc(C)n3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1,2.4,2.04,2.094,2.053,1.393,1.713,2.229,2.1771643,1.4219291,1.0722449,1.7084873,0.525096183,0.253521127,0.276595745,0.30952381,0.253521127
O=C(NCCCN1CCCC1)c1cncc(-c2ccccc2OC2CN(CCc3ccc(Cl)c(Cl)c3)C2)c1,2.4,3.86,3.337,3.883,3.185,2.986,3.164,3.40131,3.4887815,2.965838,2.8493433,3.013366917,0.333333333,0.367816092,0.380952381,0.333333333
O=c1[nH]nc(-c2ccc(Cl)c(Cl)c2)o1,2.4,2.12,2.407,3.023,1.857,2.668,2.565,1.7739508,1.8307896,2.7283597,1.2139655,2.264734062,0.348837209,0.341463415,0.333333333,0.433333333
CCP(=O)(OC)c1ccc2oc(-c3ccc4c(c3)OC(F)(F)O4)nc2c1,2.4,3.82,4.024,3.559,2.866,4.017,2.762,4.113528,3.6313415,3.64758,3.636179,4.615799998,0.304347826,0.319444444,0.338028169,0.304347826
C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(OC(F)(F)F)cc1,2.4,3.98,3.815,2.992,2.636,3.464,3.244,3.8254378,3.5990772,3.3581629,3.4287348,4.479534354,0.40625,0.470588235,0.353658537,0.40625
O=C1NC2(CO1)CC(C(=O)N1CC(OCc3ccc(Cl)c(Cl)c3)C1)C2,2.4,2.22,2.29,2.986,1.952,2.264,2.36,1.3623116,2.007223,1.7590723,2.1227584,2.112035349,0.267857143,0.324675325,0.324675325,0.267857143
O=C1NC2(CO1)CC(C(=O)N1CC(OCc3ccc(Cl)c(C(F)(F)F)c3)C1)C2,2.4,2.58,2.57,3.203,2.352,2.414,2.576,2.0417821,2.1125019,2.3324091,2.2758818,2.385839156,0.275362319,0.275,0.302325581,0.275362319
CN(Cc1ccc2nccn2c1)c1nnc(-c2ccccc2)o1,2.4,2.51,3.074,2.97,1.863,2.516,3.376,2.6538525,2.4629953,2.4624138,3.2099452,2.251197063,0.285714286,0.369230769,0.333333333,0.285714286
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2ccc(CN3CCCC3)cc2F)c1,2.4,2.34,1.002,1.736,1.734,1.532,1.751,1.2103444,1.2239888,1.8249494,1.0742697,1.177335562,0.276315789,0.344086022,0.343137255,0.289156627
Cc1nc2c(C3CCOCC3)cnn2c(NCc2ccccn2)c1C,2.4,2.68,2.173,2.51,2.18,2.137,2.336,2.327576,2.1545548,1.9121417,2.0774028,1.870464232,0.267857143,0.405797101,0.302631579,0.267857143
CS(=O)(=O)c1ccc2c(c1)CN(C=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2.4,2.74,3.589,2.252,3.147,2.939,2.426,3.360425,2.870966,2.949846,3.1761658,1.63805257,0.322033898,0.356164384,0.397058824,0.322033898
COCC(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2.4,2.52,3.382,2.193,3.05,2.824,2.547,2.87641,2.6428015,2.7117093,3.0827186,1.512629502,0.296875,0.333333333,0.388888889,0.296875
CNC(=O)c1cc(C(=O)NCCO)n([C@@H](C)c2ccccc2)n1,2.4,1.25,1.495,1.071,1.215,1.634,1.441,1.4826329,1.7712399,1.1231711,1.8947783,0.306535704,0.327272727,0.346153846,0.396825397,0.327272727
CNC(=O)c1cc(C(=O)N[C@@H]2[C@H]3COC[C@H]32)cc2c1OC[C@@]2(CO)c1ccccc1,2.4,1.4,2.176,1.714,1.858,1.439,1.477,1.9609803,1.8711226,2.0656025,2.077255,0.167071805,0.280701754,0.25,0.386666667,0.3
C=CCn1c(=O)c2cnc(Nc3ccc4c(c3)CN(C)CC4)nc2n1-c1cccc(C(C)(C)O)n1,2.4,2.46,2.266,2.65,1.572,1.993,1.891,2.525296,1.5658493,2.1402447,2.0528913,2.103954528,0.222222222,0.779220779,0.347368421,0.228915663
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,2.4,3.04,2.416,3.178,2.158,2.209,2.651,2.5905242,2.3734267,3.0883267,2.4438167,3.013501655,0.22,0.662650602,0.376237624,0.22
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@](O)(C1CC1)CC2,2.4,3.21,2.515,3.311,2.151,2.483,2.902,2.699218,2.282219,3.134992,2.7116504,2.912301463,0.227722772,0.647058824,0.355769231,0.227722772
CC(NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2c1ncccn1,2.4,3.17,2.589,2.752,2.748,3.022,3.146,3.6627574,2.4867413,3.3179011,2.6442225,3.123805733,0.319444444,0.417910448,0.323943662,0.319444444
CC1(C)CC(=O)N(c2ccc(F)c(C(F)(F)F)c2)C(=O)N1,2.4,2.77,1.948,3.026,1.696,2.336,2.349,1.2941765,1.6048481,2.4968238,1.5470623,2.386128888,0.269230769,0.327272727,0.444444444,0.269230769
CNC(=O)c1cc(C(=O)NC2CC2)cc(C(O)c2ccccc2)n1,2.4,1.68,2.6,1.563,1.376,1.794,2.135,1.9319804,2.0493498,1.5627788,2.4371235,1.0061708,0.340425532,0.373134328,0.483333333,0.340425532
CNC(=O)CN(CC(CC1CCOCC1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,2.4,1.98,2.6,2.14,2.184,2.064,1.674,2.4094303,1.6366496,1.8245096,2.3741736,1.338015831,0.265060241,0.32,0.41025641,0.265060241
COc1ccc(CC(=O)Nc2cnn(C(F)(F)F)c2)cc1OC,2.4,2.33,2.339,2.945,2.539,2.728,2.381,2.3308897,2.4073036,2.3243506,2.0506206,2.746572266,0.375,0.5,0.417910448,0.375
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cn2)N1CC(F)F,2.4,3.05,1.801,2.572,2.989,2.387,1.966,2.9096582,2.7580042,2.868229,1.8298348,2.523505866,0.238095238,0.23,0.436781609,0.238095238
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)F,2.4,2.95,1.676,2.498,2.833,2.576,2.452,2.384332,3.0900724,2.0254574,2.3576872,2.371549715,0.224719101,0.2375,0.443181818,0.224719101
COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,2.4,3.19,2.618,3.113,2.843,3.255,3.028,2.8764322,2.8701606,2.3982458,2.9844546,3.218143637,0.223404255,0.23364486,0.452631579,0.223404255
COc1cc(OCCNCCCF)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,2.4,2.51,1.569,3.097,2.106,1.863,1.255,1.6534357,2.2704341,2.003981,2.392134,1.678994541,0.247191011,0.24,0.457446809,0.247191011
COc1cc(OCCN2CC(CF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(C)C,2.4,2.63,3.1,3.914,3.078,3.466,2.607,3.204076,3.083709,2.2756252,2.6927235,3.724998996,0.270588235,0.254901961,0.482758621,0.270588235
COc1cc2[nH]ncc2c2c1[C@@H](c1ccc(NC3CN(CCCF)C3)cn1)N(CC(F)(F)F)[C@H](C)C2,2.4,3.25,2.92,2.769,3.575,3.355,3.144,3.0177803,2.9587803,2.9971738,2.5919604,2.702749629,0.22826087,0.23364486,0.401960784,0.22826087
CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2.4,2.69,3.49,2.25,3.252,3.015,2.654,3.1907053,3.0436459,3.0909784,3.0365672,1.686751076,0.350877193,0.361111111,0.414285714,0.350877193
Fc1cccc(Cc2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,2.4,2.41,1.737,3.454,2.047,2.036,1.669,2.0269213,1.9305236,1.9612734,1.8474047,0.566655302,0.25,0.372093023,0.588235294,0.25
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(=N)N1,2.4,2.14,1.54,2.358,1.418,1.353,1.166,1.7041221,1.4524965,2.2605348,1.5105697,2.006022826,0.296875,0.432098765,0.727272727,0.296875
Fc1ccc(Cc2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)cc1,2.4,2.36,1.529,3.405,2.037,1.993,1.665,2.5249686,1.8392465,1.9926454,1.9818017,0.566655315,0.229508197,0.348837209,0.617647059,0.229508197
Cc1cc(C)c(CN2CCc3c(Br)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(=O)[nH]1,2.4,2.71,2.834,2.363,2.329,2.594,2.669,2.8051398,2.4768786,1.7956606,1.6497085,2.525133929,0.204081633,0.261904762,0.652173913,0.204081633
O=C1Cc2cccc(c2)OCC/C=C/CCCC(=O)Nc2nnc(s2)CCCCc2nnc(s2)C1,2.41,2.92,4.257,3.593,2.916,2.047,2.365,4.178168,1.7845469,3.3553414,4.248587,4.27,0.2,0.204819277,0.206185567,0.2
O=C(CCCN1CCCOCC1)Nc1cnc(-c2ccc(F)cc2F)s1,2.41,2.94,3.032,3.011,2.651,2.048,2.746,2.926911,2.1639907,2.6927133,2.7075696,1.357350672,0.337662338,0.341176471,0.340659341,0.337662338
CCP(=O)(OC)c1ccc2nc(-c3cncc(C(F)(F)F)c3)oc2c1,2.41,2.52,3.993,2.878,3.062,2.921,3.115,3.7383451,3.0298824,3.2450137,3.1145315,3.019891936,0.25862069,0.311688312,0.323943662,0.25862069
Cc1ccc(-c2cc3cnc4[nH]ccc4c3n2-c2cnn(CCCC#N)c2)s1,2.42,3.76,4.166,3.781,3.509,3.791,3.703,4.10725,4.098499,3.7511027,3.6998553,3.681682135,0.181818182,0.243589744,0.37037037,0.185185185
